#name	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance
XPC	4	123134457	27528	#73af42	XPC complex subunit, DNA damage recognition and repair factor	180	0	0	0	
SDF2	10	65507364	10475	#73af42	stromal cell derived factor 2	180	0	0	0	
SLC6A13	4	153876149	35817	#73af42	solute carrier family 6 member 13	180	0	0	0	
FMO2	13	80755051	20213	#73af42	flavin containing dimethylaniline monoxygenase 2	180	0	0	0	
ENO2	4	157285192	8845	#73af42	enolase 2	180	0	0	0	
UNC13D	10	104613928	14736	#73af42	unc-13 homolog D	180	0	0	0	
CYP4F4	7	14891062	16188	#73af42	cytochrome P450, family 4, subfamily f, polypeptide 4	180	0	0	0	
PRPMP5	4	166013226	3109	#73af42	proline-rich protein MP5	180	0	0	0	
HSBP1	19	51985196	4332	#73af42	heat shock factor binding protein 1	180	0	0	0	
SNX29	10	3841865	407850	#73af42	sorting nexin 29	180	0	0	0	
PPP1R36	6	99444072	20071	#73af42	protein phosphatase 1, regulatory subunit 36	180	0	0	0	
BLZF1	13	82592170	15209	#73af42	basic leucine zipper nuclear factor 1	180	0	0	0	
TAS2R7L	4	39747447	911	#73af42	taste receptor type 2 member 7-like	180	0	0	0	
CHMP4BL1	4	67059939	1037	#73af42	chromatin modifying protein 4B-like 1	180	0	0	0	
SELENOW	1	77530692	5073	#73af42	selenoprotein W	180	0	0	0	
AKR1B1	4	61706866	14093	#73af42	aldo-keto reductase family 1 member B	180	0	0	0	
SERPINA3M	6	127808785	7270	#73af42	serpin family A member 3M	180	0	0	0	
CD101	2	203376593	36532	#73af42	CD101 molecule	180	0	0	0	
SLC17A4	17	43458556	11200	#73af42	solute carrier family 17, member 4	180	0	0	0	
ATG13	3	80580549	34005	#73af42	autophagy related 13	180	0	0	0	
FARP2	9	100660394	107546	#73af42	FERM, ARH/RhoGEF and pleckstrin domain protein 2	180	0	0	0	
ADAM34	16	51750790	2149	#73af42	a disintegrin and metallopeptidase domain 34	180	0	0	0	
IRX3	19	15838714	2276	#73af42	iroquois homeobox 3	180	0	0	0	
MAGEC2	X	145357553	4874	#73af42	MAGE family member C2	180	0	0	0	
PLA2G12A	2	235311719	16253	#73af42	phospholipase A2, group XIIA	180	0	0	0	
RGD1559482	10	104952458	4691	#73af42	similar to immunoglobulin superfamily, member 7	180	0	0	0	
MRPL36	1	32569843	1096	#73af42	mitochondrial ribosomal protein L36	180	0	0	0	
LCE1M	2	193333800	1202	#73af42	late cornified envelope 1M	180	0	0	0	
CCL26	12	24158766	3103	#73af42	C-C motif chemokine ligand 26	180	0	0	0	
SCAND1	3	152381665	864	#73af42	SCAN domain-containing 1	180	0	0	0	
ARHGEF19	5	159755535	18164	#73af42	Rho guanine nucleotide exchange factor 19	180	0	0	0	
UFD1	11	86304836	23604	#73af42	ubiquitin recognition factor in ER associated degradation 1	180	0	0	0	
JAK1	5	119982943	100961	#73af42	Janus kinase 1	180	0	0	0	
RAG1	3	91206394	11097	#73af42	recombination activating 1	180	0	0	0	
FTCD	20	12806957	13509	#73af42	formimidoyltransferase cyclodeaminase	180	0	0	0	
SSBP3	5	126511350	137334	#73af42	single stranded DNA binding protein 3	180	0	0	0	
CLU	15	42626612	39236	#73af42	clusterin	180	0	0	0	
CD9	4	157977163	32928	#73af42	CD9 molecule	180	0	0	0	
SLC28A1	1	142950540	41386	#73af42	solute carrier family 28 member 1	180	0	0	0	
RHO	4	147832136	5162	#73af42	rhodopsin	180	0	0	0	
MIR500	X	16121332	79	#73af42	microRNA 500	180	0	0	0	
LOC100910558	5	100650512	37672	#73af42	uncharacterized LOC100910558	180	0	0	0	
LOC100909970	17	27840681	9287	#73af42	uncharacterized LOC100909970	180	0	0	0	
LOC100910237	1	22757301	727	#73af42	uncharacterized LOC100910237	180	0	0	0	
PATZ1	14	83510640	18258	#73af42	POZ (BTB) and AT hook containing zinc finger 1	180	0	0	0	
LOC100911177	3	163815320	2591	#73af42	uncharacterized LOC100911177	180	0	0	0	
LOC100363521	4	40419069	1644	#73af42	hypothetical LOC100363521	180	0	0	0	
LYAR	14	77308216	13567	#73af42	Ly1 antibody reactive	180	0	0	0	
RGD1305014	1	201925257	16557	#73af42	similar to RIKEN cDNA 2310057M21	180	0	0	0	
CLIC3	3	2676336	1911	#73af42	chloride intracellular channel 3	180	0	0	0	
GDAP2	2	202470517	56177	#73af42	ganglioside-induced differentiation-associated-protein 2	180	0	0	0	
RRM2	6	43884627	6191	#73af42	ribonucleotide reductase regulatory subunit M2	180	0	0	0	
CNIH4	13	99473044	16219	#73af42	cornichon family AMPA receptor auxiliary protein 4	180	0	0	0	
ANKRD23	9	43110986	6599	#73af42	ankyrin repeat domain 23	180	0	0	0	
CTR9	1	175839140	30027	#73af42	CTR9 homolog, Paf1/RNA polymerase II complex component	180	0	0	0	
CLEC2G	4	162934195	8696	#73af42	C-type lectin domain family 2, member G	180	0	0	0	
MIS12	10	57659439	1248	#73af42	MIS12 kinetochore complex component	180	0	0	0	
PRPF40B	7	140967282	14301	#73af42	pre-mRNA processing factor 40 homolog B	180	0	0	0	
CIB3	16	19323516	9314	#73af42	calcium and integrin binding family member 3	180	0	0	0	
NR5A1	3	22999616	20825	#73af42	nuclear receptor subfamily 5, group A, member 1	180	0	0	0	
NT5DC3	7	27309966	57433	#73af42	5'-nucleotidase domain containing 3	180	0	0	0	
USP40	9	95072112	70980	#73af42	ubiquitin specific peptidase 40	180	0	0	0	
SCUBE1	7	124501988	118715	#73af42	signal peptide, CUB domain and EGF like domain containing 1	180	0	0	0	
FBXO44	5	164963433	8470	#73af42	F-box protein 44	180	0	0	0	
FANCL	14	110676090	64227	#73af42	FA complementation group L	180	0	0	0	
CYP2J10	5	115067843	34118	#73af42	cytochrome P450, family 2, subfamily j, polypeptide 10	180	0	0	0	
TMEM45AL	11	46009316	84652	#73af42	transmembrane protein 45A-like	180	0	0	0	
ETFA	8	60028786	57566	#73af42	electron transfer flavoprotein subunit alpha	180	0	0	0	
GSTA5	8	85556115	8798	#73af42	glutathione S-transferase alpha 5	180	0	0	0	
EOGT	4	129479766	35669	#73af42	EGF domain specific O-linked N-acetylglucosamine transferase	180	0	0	0	
TMEM192	16	26620525	21992	#73af42	transmembrane protein 192	180	0	0	0	
SDHAF2	1	226547529	24820	#73af42	succinate dehydrogenase complex assembly factor 2	180	0	0	0	
GORAB	13	81682207	16620	#73af42	golgin, RAB6-interacting	180	0	0	0	
AICDA	4	155359909	9815	#73af42	activation-induced cytidine deaminase	180	0	0	0	
PAX2	1	264504591	78738	#73af42	paired box 2	180	0	0	0	
PAQR5	8	66899990	75942	#73af42	progestin and adipoQ receptor family member 5	180	0	0	0	
SAXOL1	X	29520263	2155	#73af42	stabilizer of axonemal microtubules like 1	180	0	0	0	
LOC500124	4	80342705	24901	#73af42	similar to RIKEN cDNA 4921507P07	180	0	0	0	
PACSIN3	3	80072489	8565	#73af42	protein kinase C and casein kinase substrate in neurons 3	180	0	0	0	
TADA2A	10	71393705	47697	#73af42	transcriptional adaptor 2A	180	0	0	0	
IL36A	3	1331226	4549	#73af42	interleukin 36, alpha	180	0	0	0	
SP5	3	56766475	2802	#73af42	Sp5 transcription factor	180	0	0	0	
NKAIN4	3	176444547	20615	#73af42	Sodium/potassium transporting ATPase interacting 4	180	0	0	0	
RPGRIP1L	19	17115412	92643	#73af42	Rpgrip1-like	180	0	0	0	
OTUD7B	2	198231353	68848	#73af42	OTU deubiquitinase 7B	180	0	0	0	
AP3B1	2	24024834	200680	#73af42	adaptor related protein complex 3 subunit beta 1	180	0	0	0	
HMGXB4	19	14352675	37823	#73af42	HMG-box containing 4	180	0	0	0	
NODAL	20	31035729	8367	#73af42	nodal growth differentiation factor	180	0	0	0	
SLC30A5	2	30815683	30113	#73af42	solute carrier family 30 member 5	180	0	0	0	
AK7	6	129539075	67864	#73af42	adenylate kinase 7	180	0	0	0	
OLR931	7	16404763	938	#73af42	olfactory receptor 931	180	0	0	0	
SEC14L5	10	10591251	38484	#73af42	SEC14-like lipid binding 5	180	0	0	0	
YPEL3	1	198210525	3291	#73af42	yippee-like 3	180	0	0	0	
VOM2R47	2	155351525	30314	#73af42	vomeronasal 2 receptor, 47	180	0	0	0	
MIR135B	13	48976986	96	#73af42	microRNA 135b	180	0	0	0	
NOXA1	3	2299691	9488	#73af42	NADPH oxidase activator 1	180	0	0	0	
HIST1H2BQ	17	43679925	9386	#73af42	histone cluster 1 H2B family member Q	180	0	0	0	
CCT8	11	27130172	11709	#73af42	chaperonin containing TCP1 subunit 8	180	0	0	0	
OTUD3	5	157346286	22164	#73af42	OTU deubiquitinase 3	180	0	0	0	
JUP	10	88280517	26615	#73af42	junction plakoglobin	180	0	0	0	
ATP2B1	7	41114697	105882	#73af42	ATPase plasma membrane Ca2+ transporting 1	180	0	0	0	
BEX3	X	106823959	911	#73af42	brain expressed X-linked 3	180	0	0	0	
DCLK1	2	144861445	9138	#73af42	doublecortin-like kinase 1	180	0	0	0	
CXXC4	2	239414882	24758	#73af42	CXXC finger protein 4	180	0	0	0	
TLE3	8	66296883	45293	#73af42	TLE family member 3, transcriptional corepressor	180	0	0	0	
GJB6	15	37400891	8777	#73af42	gap junction protein, beta 6	180	0	0	0	
GSTA1	9	27436257	16645	#73af42	glutathione S-transferase alpha 1	180	0	0	0	
DNM1	3	11338081	43962	#73af42	dynamin 1	180	0	0	0	
NAA38	10	55997614	1077	#73af42	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	180	0	0	0	
PAM16	10	11146359	7577	#73af42	presequence translocase associated motor 16	180	0	0	0	
BAG1	5	57254421	12581	#73af42	BAG cochaperone 1	180	0	0	0	
VPS35	19	27464937	35699	#73af42	VPS35 retromer complex component	180	0	0	0	
NUMA1	1	167044544	46909	#73af42	nuclear mitotic apparatus protein 1	180	0	0	0	
TTC39B	5	101304982	100674	#73af42	tetratricopeptide repeat domain 39B	180	0	0	0	
KIFC3	19	10320604	18579	#73af42	kinesin family member C3	180	0	0	0	
HDAC11	4	122781095	17260	#73af42	histone deacetylase 11	180	0	0	0	
MATN4	3	160838632	15018	#73af42	matrilin 4	180	0	0	0	
FOXO4	X	71155601	6557	#73af42	forkhead box O4	180	0	0	0	
MFSD11	10	105796680	19016	#73af42	major facilitator superfamily domain containing 11	180	0	0	0	
CCDC39	2	120278606	37751	#73af42	coiled-coil domain containing 39	180	0	0	0	
RBFOX1	10	8312961	341931	#73af42	RNA binding fox-1 homolog 1	180	0	0	0	
PMM2	10	7056266	21177	#73af42	phosphomannomutase 2	180	0	0	0	
ANKRD12	9	113605683	76799	#73af42	ankyrin repeat domain 12	180	0	0	0	
NHLH2	2	204427608	5338	#73af42	nescient helix loop helix 2	180	0	0	0	
IGSF3	2	203768729	86844	#73af42	immunoglobulin superfamily, member 3	180	0	0	0	
MAN1A2	2	202891537	152310	#73af42	mannosidase, alpha, class 1A, member 2	180	0	0	0	
EXOSC5	1	82452469	9138	#73af42	exosome component 5	180	0	0	0	
RNF111	8	76864344	75852	#73af42	ring finger protein 111	180	0	0	0	
DPT	13	83073544	28852	#73af42	dermatopontin	180	0	0	0	
XPR1	13	72918552	138233	#73af42	xenotropic and polytropic retrovirus receptor 1	180	0	0	0	
RNF151	10	14083538	2317	#73af42	ring finger protein 151	180	0	0	0	
UBXN7	11	71662786	32245	#73af42	UBX domain protein 7	180	0	0	0	
PLGRKT	1	247502280	12260	#73af42	plasminogen receptor with a C-terminal lysine	180	0	0	0	
CNTNAP4	19	44817727	300406	#73af42	contactin associated protein family member 4	180	0	0	0	
KCNG2	18	76809144	69837	#73af42	potassium voltage-gated channel modifier subfamily G member 2	180	0	0	0	
ASH2L	16	71011341	21449	#73af42	ASH2 like histone lysine methyltransferase complex subunit	180	0	0	0	
RAB11FIP2	1	281065346	35817	#73af42	RAB11 family interacting protein 2	180	0	0	0	
KLHL22	11	87677966	40839	#73af42	kelch-like family member 22	180	0	0	0	
RNF7	8	104326719	9010	#73af42	ring finger protein 7	180	0	0	0	
RIN2	3	139894331	193347	#73af42	Ras and Rab interactor 2	180	0	0	0	
LOC502684	3	147894606	17833	#73af42	hypothetical protein LOC502684	180	0	0	0	
MAP1A	3	113257688	13941	#73af42	microtubule-associated protein 1A	180	0	0	0	
CRISP3	9	24047454	40610	#73af42	cysteine-rich secretory protein 3	180	0	0	0	
PTH2R	9	72052966	104805	#73af42	parathyroid hormone 2 receptor	180	0	0	0	
AMHR2	7	144052202	8476	#73af42	anti-Mullerian hormone receptor type 2	180	0	0	0	
SLC45A1	5	167672134	24197	#73af42	solute carrier family 45, member 1	180	0	0	0	
SYNGAP1	20	5535434	30299	#73af42	synaptic Ras GTPase activating protein 1	180	0	0	0	
PLPPR3	7	12652555	11270	#73af42	phospholipid phosphatase related 3	180	0	0	0	
NCR3	20	5170336	5437	#73af42	natural cytotoxicity triggering receptor 3	180	0	0	0	
NDUFA10L1	6	62796951	1433	#73af42	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10-like 1	180	0	0	0	
ST6GALNAC5	2	258025177	1125532	#73af42	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	180	0	0	0	
ITGAM	1	199495427	49865	#73af42	integrin subunit alpha M	180	0	0	0	
TPSG1	10	14727180	3906	#73af42	tryptase gamma 1	180	0	0	0	
CST13	3	143151739	9752	#73af42	cystatin 13	180	0	0	0	
WRAP53	10	56169024	16776	#73af42	WD repeat containing, antisense to TP53	180	0	0	0	
RNF135	10	67531989	428853	#73af42	ring finger protein 135	180	0	0	0	
PER1	10	55687124	8896	#73af42	period circadian regulator 1	180	0	0	0	
RGD1561648	7	63747676	112924	#73af42	RGD1561648	180	0	0	0	
LINGO2	5	51466367	171794	#73af42	leucine rich repeat and Ig domain containing 2	180	0	0	0	
FSCN2	10	109533487	6539	#73af42	fascin actin-bundling protein 2, retinal	180	0	0	0	
ENGASE	10	107502636	12650	#73af42	endo-beta-N-acetylglucosaminidase	180	0	0	0	
ITIH1	16	7012380	14117	#73af42	inter-alpha trypsin inhibitor, heavy chain 1	180	0	0	0	
CFAP77	3	7508500	123811	#73af42	cilia and flagella associated protein 77	180	0	0	0	
LNX1	14	36047144	102596	#73af42	ligand of numb-protein X 1	180	0	0	0	
H2AC21	2	198359754	392	#73af42	H2A clustered histone 21	180	0	0	0	
ACLY	10	88392248	50597	#73af42	ATP citrate lyase	180	0	0	0	
FAM83D	3	155269344	19268	#73af42	family with sequence similarity 83, member D	180	0	0	0	
FAM117B	9	66716969	67518	#73af42	family with sequence similarity 117, member B	180	0	0	0	
FBXW5	3	2727252	3958	#73af42	F-box and WD repeat domain containing 5	180	0	0	0	
JPH2	3	159712325	63318	#73af42	junctophilin 2	180	0	0	0	
ITGB2	20	11777778	37869	#73af42	integrin subunit beta 2	180	0	0	0	
MOV10	2	207277088	23766	#73af42	Mov10 RISC complex RNA helicase	180	0	0	0	
SLC7A11	2	139453774	74388	#73af42	solute carrier family 7 member 11	180	0	0	0	
LEMD3	7	62996336	49392	#73af42	LEM domain containing 3	180	0	0	0	
SOHLH1	3	3291084	4017	#73af42	spermatogenesis and oogenesis specific basic helix-loop-helix 1	180	0	0	0	
TAF8	9	15513051	14823	#73af42	TATA-box binding protein associated factor 8	180	0	0	0	
PTPRT	3	157542706	786278	#73af42	protein tyrosine phosphatase, receptor type, T	180	0	0	0	
SEC24C	15	4035196	21961	#73af42	SEC24 homolog C, COPII coat complex component	180	0	0	0	
CARM1	8	22577723	44832	#73af42	coactivator-associated arginine methyltransferase 1	180	0	0	0	
CD68	10	56268726	1879	#73af42	Cd68 molecule	180	0	0	0	
IFI30	16	20426566	4206	#73af42	IFI30, lysosomal thiol reductase	180	0	0	0	
PELP1	10	56988076	17035	#73af42	proline, glutamate and leucine rich protein 1	180	0	0	0	
ZFP518A	1	260153645	24704	#73af42	zinc finger protein 518A	180	0	0	0	
RHBDF1	10	15672382	12903	#73af42	rhomboid 5 homolog 1	180	0	0	0	
TSPY26	3	148704896	2076	#73af42	testis specific protein, Y-linked 26	180	0	0	0	
F11	16	50179458	21915	#73af42	coagulation factor XI	180	0	0	0	
DHRS7B	10	47065863	45220	#73af42	dehydrogenase/reductase 7B	180	0	0	0	
GIMAP9	4	78310379	2833	#73af42	GTPase, IMAP family member 9	180	0	0	0	
RNF185	14	83648401	36872	#73af42	ring finger protein 185	180	0	0	0	
DYNLT3	X	14633345	9011	#73af42	dynein light chain Tctex-type 3	180	0	0	0	
CC2D1A	19	25246912	14999	#73af42	coiled-coil and C2 domain containing 1A	180	0	0	0	
LRATD1	6	39358985	4473	#73af42	LRAT domain containing 1	180	0	0	0	
SLC25A17	7	122539293	42484	#73af42	solute carrier family 25 member 17	180	0	0	0	
TNFAIP2	6	135890931	12716	#73af42	TNF alpha induced protein 2	180	0	0	0	
ANAPC13	8	111107358	8416	#73af42	anaphase promoting complex subunit 13	180	0	0	0	
ARVCF	11	86736125	57666	#73af42	ARVCF, delta catenin family member	180	0	0	0	
MIER1	5	122647281	46357	#73af42	MIER1 transcriptional regulator	180	0	0	0	
BPIFA5	3	149643481	5917	#73af42	BPI fold containing family A, member 5	180	0	0	0	
CHTOP	2	189887851	11474	#73af42	chromatin target of PRMT1	180	0	0	0	
TMOD3	8	82432166	60077	#73af42	tropomodulin 3	180	0	0	0	
PTGER3	2	263895205	83763	#73af42	prostaglandin E receptor 3	180	0	0	0	
TST	7	119616323	6749	#73af42	thiosulfate sulfurtransferase	180	0	0	0	
SMO	4	57019941	21838	#73af42	smoothened, frizzled class receptor	180	0	0	0	
E2F4	19	37252843	7396	#73af42	E2F transcription factor 4	180	0	0	0	
RGD1561517	3	150052483	1189	#73af42	similar to chromosome 20 open reading frame 144	180	0	0	0	
ING3	4	49017311	25681	#73af42	inhibitor of growth family, member 3	180	0	0	0	
UBA3	4	129548411	21059	#73af42	ubiquitin-like modifier activating enzyme 3	180	0	0	0	
LOC100909416	8	79419403	1195	#73af42	uncharacterized LOC100909416	180	0	0	0	
LOC683581	2	165759333	32276	#73af42	similar to ADP-ribosylation factor 7	180	0	0	0	
LOC100912071	1	165181861	55591	#73af42	uncharacterized LOC100912071	180	0	0	0	
PIP5K1C	7	11267207	27042	#73af42	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	180	0	0	0	
DCPS	8	36321992	52673	#73af42	decapping enzyme, scavenger	180	0	0	0	
SMIM38	1	218369204	5415	#73af42	small integral membrane protein 38	180	0	0	0	
MGAT4D	19	24496573	36194	#73af42	MGAT4 family, member D	180	0	0	0	
CCL1	10	69534976	2860	#73af42	C-C motif chemokine ligand 1	180	0	0	0	
TMEM19	7	58316583	26554	#73af42	transmembrane protein 19	180	0	0	0	
KCNT2	13	57131395	388279	#73af42	potassium sodium-activated channel subfamily T member 2	180	0	0	0	
GASK1B	2	178679041	71013	#73af42	golgi associated kinase 1B	180	0	0	0	
CCDC179	1	107381357	3900	#73af42	coiled-coil domain containing 179	180	0	0	0	
PTGDR2	1	226993406	1296	#73af42	prostaglandin D2 receptor 2	180	0	0	0	
STRAP	4	171730629	14252	#73af42	serine/threonine kinase receptor associated protein	180	0	0	0	
PRUNE1	2	196428925	27621	#73af42	prune exopolyphosphatase 1	180	0	0	0	
HGH1	7	117434419	2789	#73af42	HGH1 homolog	180	0	0	0	
SREK1IP1	2	122160171	4395	#73af42	SREK1-interacting protein 1	180	0	0	0	
CCNI	14	16341536	22790	#73af42	cyclin I	180	0	0	0	
SLC35D2	17	1618641	30358	#73af42	solute carrier family 35 member D2	180	0	0	0	
CEP97	11	47146465	27995	#73af42	centrosomal protein 97	180	0	0	0	
LYVE1	1	175663266	13433	#73af42	lymphatic vessel endothelial hyaluronan receptor 1	180	0	0	0	
FOLR2	1	166915045	18332	#73af42	folate receptor beta	180	0	0	0	
MYOZ2	2	227180887	26697	#73af42	myozenin 2	180	0	0	0	
ZFP787	1	71434819	12376	#73af42	zinc finger protein 787	180	0	0	0	
SEMA3E	4	17316925	277673	#73af42	semaphorin 3E	180	0	0	0	
THOC3	17	10676943	9191	#73af42	THO complex 3	180	0	0	0	
BNIP2	8	76400373	13396	#73af42	BCL2 interacting protein 2	180	0	0	0	
CCT7	4	117235023	17242	#73af42	chaperonin containing TCP1 subunit 7	180	0	0	0	
DGUOK	4	115180433	27628	#73af42	deoxyguanosine kinase	180	0	0	0	
LRRTM1	4	108301129	15244	#73af42	leucine rich repeat transmembrane neuronal 1	180	0	0	0	
LOC498122	11	86299210	4243	#73af42	similar to CG15908-PA	180	0	0	0	
EXO1	13	93936989	25760	#73af42	exonuclease 1	180	0	0	0	
SHISA3	14	42216653	4572	#73af42	shisa family member 3	180	0	0	0	
MFSD14B	17	2607777	53125	#73af42	major facilitator superfamily domain containing 14B	180	0	0	0	
SYNE3	6	128639036	77025	#73af42	spectrin repeat containing, nuclear envelope family member 3	180	0	0	0	
ARR3	X	70440064	12074	#73af42	arrestin 3	180	0	0	0	
FANCA	19	56067548	58515	#73af42	FA complementation group A	180	0	0	0	
DROSHA	2	62887267	112305	#73af42	drosha ribonuclease III	180	0	0	0	
HMG20B	7	11238630	4680	#73af42	high mobility group 20 B	180	0	0	0	
MFSD12	7	11216975	6674	#73af42	major facilitator superfamily domain containing 12	180	0	0	0	
RPRD1B	3	154507035	46277	#73af42	regulation of nuclear pre-mRNA domain containing 1B	180	0	0	0	
ARFGEF1	5	8666200	94258	#73af42	ADP ribosylation factor guanine nucleotide exchange factor 1	180	0	0	0	
CLOCK	14	34455934	46284	#73af42	clock circadian regulator	180	0	0	0	
ZFP580	1	72338468	2168	#73af42	zinc finger protein 580	180	0	0	0	
IAPP	4	176511020	4915	#73af42	islet amyloid polypeptide	180	0	0	0	
MSTN	9	53310977	4827	#73af42	myostatin	180	0	0	0	
UCN	6	26602144	830	#73af42	urocortin	180	0	0	0	
STRN	6	1237809	81693	#73af42	striatin	180	0	0	0	
AHCY	3	150587833	15224	#73af42	adenosylhomocysteinase	180	0	0	0	
PSMA6	6	76188086	17342	#73af42	proteasome 20S subunit alpha 6	180	0	0	0	
RBL1	3	153263692	57653	#73af42	RB transcriptional corepressor like 1	180	0	0	0	
ABHD2	1	140998240	89165	#73af42	abhydrolase domain containing 2, acylglycerol lipase	180	0	0	0	
SELE	13	82355933	9390	#73af42	selectin E	180	0	0	0	
POU3F1	5	142643599	2981	#73af42	POU class 3 homeobox 1	180	0	0	0	
PRSS8	1	199372519	4516	#73af42	serine protease 8	180	0	0	0	
PROKR2	3	125009260	8117	#73af42	prokineticin receptor 2	180	0	0	0	
STIP1	1	222274133	19003	#73af42	stress-induced phosphoprotein 1	180	0	0	0	
LY6I	7	116419578	4992	#73af42	lymphocyte antigen 6 complex, locus I	180	0	0	0	
TUBB3	19	56220759	9054	#73af42	tubulin, beta 3 class III	180	0	0	0	
CSNK1D	10	110151420	30988	#73af42	casein kinase 1, delta	180	0	0	0	
MAFK	12	16923989	10717	#73af42	MAF bZIP transcription factor K	180	0	0	0	
PMFBP1	19	42132551	48413	#73af42	polyamine modulated factor 1 binding protein 1	180	0	0	0	
EPHA7	5	43602903	154717	#73af42	Eph receptor A7	180	0	0	0	
